編號,寶可夢,屬性1,屬性2,最高CP,攻擊,防禦,耐力,代,圖片連結,詳情頁
315,毒薔薇,Grass,Poison,2114,186,131,137,3,http://db.pokemonhubs.com/zh/imgs/12682272646069449479cee.png,http://db.pokemonhubs.com/zh/detail.php?p_id=462
316,溶食獸,Poison,,979,80,99,172,3,http://db.pokemonhubs.com/zh/imgs/12620654086069467fc832a.png,http://db.pokemonhubs.com/zh/detail.php?p_id=463
317,吞食獸,Poison,,2236,140,159,225,3,http://db.pokemonhubs.com/zh/imgs/116281883360694757d9cd8.png,http://db.pokemonhubs.com/zh/detail.php?p_id=464
318,利牙魚,Water,Dark,1154,171,39,128,3,http://db.pokemonhubs.com/zh/imgs/1209206322606949d316b71.png,http://db.pokemonhubs.com/zh/detail.php?p_id=465
319,巨牙鯊,Water,Dark,2466,243,83,172,3,http://db.pokemonhubs.com/zh/imgs/119315414760694beea058f.png,http://db.pokemonhubs.com/zh/detail.php?p_id=466
320,吼吼鯨,Water,,1659,136,68,277,3,http://db.pokemonhubs.com/zh/imgs/203850054260694cdd6e1a9.png,http://db.pokemonhubs.com/zh/detail.php?p_id=467
321,吼鯨王,Water,,2577,175,87,347,3,http://db.pokemonhubs.com/zh/imgs/186672712760694dc86c40b.png,http://db.pokemonhubs.com/zh/detail.php?p_id=468
322,呆火駝,Fire,Ground,1196,119,79,155,3,http://db.pokemonhubs.com/zh/imgs/1667097903606955a0bb1fd.png,http://db.pokemonhubs.com/zh/detail.php?p_id=469
323,噴火駝,Fire,Ground,2479,194,136,172,3,http://db.pokemonhubs.com/zh/imgs/1477342855606956cb93189.png,http://db.pokemonhubs.com/zh/detail.php?p_id=470
324,煤炭龜,Fire,,2366,151,203,172,3,http://db.pokemonhubs.com/zh/imgs/144051612660695868618b6.png,http://db.pokemonhubs.com/zh/detail.php?p_id=471
325,跳跳豬,Psychic,,1508,125,122,155,3,http://db.pokemonhubs.com/zh/imgs/15493475156069590395d5f.png,http://db.pokemonhubs.com/zh/detail.php?p_id=472
326,噗噗豬,Psychic,,2679,171,188,190,3,http://db.pokemonhubs.com/zh/imgs/1807676893606959dc13955.png,http://db.pokemonhubs.com/zh/detail.php?p_id=473
327,晃晃斑,Normal,,1380,116,116,155,3,http://db.pokemonhubs.com/zh/imgs/66931003360695ae4888a4.png,http://db.pokemonhubs.com/zh/detail.php?p_id=474
328,大顎蟻,Ground,,1441,162,78,128,3,http://db.pokemonhubs.com/zh/imgs/1237483106606966527821b.png,http://db.pokemonhubs.com/zh/detail.php?p_id=475
329,超音波幼蟲,Ground,Dragon,1384,134,99,137,3,http://db.pokemonhubs.com/zh/imgs/205680709860696bee66a29.png,http://db.pokemonhubs.com/zh/detail.php?p_id=476
330,沙漠蜻蜓,Ground,Dragon,3008,205,168,190,3,http://db.pokemonhubs.com/zh/imgs/133809550060696d989338a.png,http://db.pokemonhubs.com/zh/detail.php?p_id=477
331,刺球仙人掌,Grass,,1404,156,74,137,3,http://db.pokemonhubs.com/zh/imgs/596484946606978a187eb2.png,http://db.pokemonhubs.com/zh/detail.php?p_id=478
332,夢歌仙人掌,Grass,Dark,2598,221,115,172,3,http://db.pokemonhubs.com/zh/imgs/341084515606979c2a2549.png,http://db.pokemonhubs.com/zh/detail.php?p_id=479
333,青綿鳥,Normal,Flying,931,76,132,128,3,http://db.pokemonhubs.com/zh/imgs/80378183760697ad09cea0.png,http://db.pokemonhubs.com/zh/detail.php?p_id=480
334,七夕青鳥,Dragon,Flying,2266,141,201,181,3,http://db.pokemonhubs.com/zh/imgs/1519599948606980bf625e8.png,http://db.pokemonhubs.com/zh/detail.php?p_id=481
335,貓鼬斬,Normal,,2733,222,124,177,3,http://db.pokemonhubs.com/zh/imgs/18118275586069817c401ee.png,http://db.pokemonhubs.com/zh/detail.php?p_id=482
336,飯匙蛇,Poison,,2380,196,118,177,3,http://db.pokemonhubs.com/zh/imgs/1707168897606982f7e3706.png,http://db.pokemonhubs.com/zh/detail.php?p_id=483
337,月石,Rock,Psychic,2631,178,153,207,3,http://db.pokemonhubs.com/zh/imgs/82924867260698446aa9f1.png,http://db.pokemonhubs.com/zh/detail.php?p_id=484
338,太陽岩,Rock,Psychic,2631,178,153,207,3,http://db.pokemonhubs.com/zh/imgs/1981591479606985dfc5c68.png,http://db.pokemonhubs.com/zh/detail.php?p_id=485
339,泥泥鰍,Water,Ground,925,93,82,137,3,http://db.pokemonhubs.com/zh/imgs/959021088606988565cad3.png,http://db.pokemonhubs.com/zh/detail.php?p_id=486
340,鯰魚王,Water,Ground,2346,151,141,242,3,http://db.pokemonhubs.com/zh/imgs/698599605606989a8a6ad0.png,http://db.pokemonhubs.com/zh/detail.php?p_id=487
341,龍蝦小兵,Water,,1391,141,99,125,3,http://db.pokemonhubs.com/zh/imgs/67237088760698aa7daa7e.png,http://db.pokemonhubs.com/zh/detail.php?p_id=488
342,鐵螯龍蝦,Water,Dark,2797,224,142,160,3,http://db.pokemonhubs.com/zh/imgs/63795423360698c38d70b8.png,http://db.pokemonhubs.com/zh/detail.php?p_id=489
343,天秤偶,Ground,Psychic,889,77,124,120,3,http://db.pokemonhubs.com/zh/imgs/104365832060699fe19a1a8.png,http://db.pokemonhubs.com/zh/detail.php?p_id=490
344,念力土偶,Ground,Psychic,2229,140,229,155,3,http://db.pokemonhubs.com/zh/imgs/19514503266069a12319d83.png,http://db.pokemonhubs.com/zh/detail.php?p_id=491
345,觸手百合,Rock,Grass,1460,105,150,165,3,http://db.pokemonhubs.com/zh/imgs/13722811726069a28d30a50.png,http://db.pokemonhubs.com/zh/detail.php?p_id=492
346,搖籃百合,Rock,Grass,2499,152,194,200,3,http://db.pokemonhubs.com/zh/imgs/4126608376069a447664f7.png,http://db.pokemonhubs.com/zh/detail.php?p_id=493
347,太古羽蟲,Rock,Bug,1729,176,100,128,3,http://db.pokemonhubs.com/zh/imgs/9195365826069a546d9bc8.png,http://db.pokemonhubs.com/zh/detail.php?p_id=494
348,太古盔甲,Rock,Bug,3220,222,174,181,3,http://db.pokemonhubs.com/zh/imgs/14854684456069a5e000e8a.png,http://db.pokemonhubs.com/zh/detail.php?p_id=495
349,醜醜魚,Water,,310,29,85,85,3,http://db.pokemonhubs.com/zh/imgs/10007480956069a6fa39c58.png,http://db.pokemonhubs.com/zh/detail.php?p_id=496
350,美納斯,Water,,3398,192,219,216,3,http://db.pokemonhubs.com/zh/imgs/19070234696069a7c3ebf14.png,http://db.pokemonhubs.com/zh/detail.php?p_id=497
351,飄浮泡泡,Normal,,1845,139,139,172,3,http://db.pokemonhubs.com/zh/imgs/8692564106069afef8bb42.png,http://db.pokemonhubs.com/zh/detail.php?p_id=498
352,變隱龍,Normal,,2314,161,189,155,3,http://db.pokemonhubs.com/zh/imgs/10384632456069b06948d51.png,http://db.pokemonhubs.com/zh/detail.php?p_id=499
353,怨影娃娃,Ghost,,1151,138,65,127,3,http://db.pokemonhubs.com/zh/imgs/11586125006069b113808c6.png,http://db.pokemonhubs.com/zh/detail.php?p_id=500
354,詛咒娃娃,Ghost,,2599,218,126,162,3,http://db.pokemonhubs.com/zh/imgs/6952600466069b1b344802.png,http://db.pokemonhubs.com/zh/detail.php?p_id=501
355,夜巡靈,Ghost,,798,70,162,85,3,http://db.pokemonhubs.com/zh/imgs/8418933926069b2a161851.png,http://db.pokemonhubs.com/zh/detail.php?p_id=502
356,彷徨夜靈,Ghost,,1799,124,234,120,3,http://db.pokemonhubs.com/zh/imgs/8723066916069b4f4c9f48.png,http://db.pokemonhubs.com/zh/detail.php?p_id=503
357,熱帶龍,Grass,Flying,2194,136,163,223,3,http://db.pokemonhubs.com/zh/imgs/21441783906069b6659f593.png,http://db.pokemonhubs.com/zh/detail.php?p_id=504
358,風鈴鈴,Psychic,,2554,175,170,181,3,http://db.pokemonhubs.com/zh/imgs/9343917486069b777ed8ea.png,http://db.pokemonhubs.com/zh/detail.php?p_id=505
359,阿勃梭魯,Dark,,2856,246,120,163,3,http://db.pokemonhubs.com/zh/imgs/17500189536069b811f1b75.png,http://db.pokemonhubs.com/zh/detail.php?p_id=506
360,小果然,Psychic,,603,41,86,216,3,http://db.pokemonhubs.com/zh/imgs/14478009886069bcbd6b8de.png,http://db.pokemonhubs.com/zh/detail.php?p_id=507
361,雪童子,Ice,,1004,95,95,137,3,http://db.pokemonhubs.com/zh/imgs/8202819276069be4b84d4a.png,http://db.pokemonhubs.com/zh/detail.php?p_id=508
362,冰鬼護,Ice,,2380,162,162,190,3,http://db.pokemonhubs.com/zh/imgs/2179241716069bf04140f2.png,http://db.pokemonhubs.com/zh/detail.php?p_id=509
363,海豹球,Ice,Water,1088,95,90,172,3,http://db.pokemonhubs.com/zh/imgs/7516838146069c2de2c575.png,http://db.pokemonhubs.com/zh/detail.php?p_id=510
364,海魔獅,Ice,Water,1938,137,132,207,3,http://db.pokemonhubs.com/zh/imgs/13040935816069c455181dd.png,http://db.pokemonhubs.com/zh/detail.php?p_id=511
365,帝牙海獅,Ice,Water,3081,182,176,242,3,http://db.pokemonhubs.com/zh/imgs/11297575856069c50537faf.png,http://db.pokemonhubs.com/zh/detail.php?p_id=512
366,珍珠貝,Water,,1436,133,135,111,3,http://db.pokemonhubs.com/zh/imgs/1294277026069c5eb74b70.png,http://db.pokemonhubs.com/zh/detail.php?p_id=513
367,獵斑魚,Water,,2645,197,179,146,3,http://db.pokemonhubs.com/zh/imgs/9271196356069c675c0b21.png,http://db.pokemonhubs.com/zh/detail.php?p_id=514
368,櫻花魚,Water,,2820,211,179,146,3,http://db.pokemonhubs.com/zh/imgs/20290183486069c71f2724b.png,http://db.pokemonhubs.com/zh/detail.php?p_id=515
369,古空棘魚,Water,Rock,2858,162,203,225,3,http://db.pokemonhubs.com/zh/imgs/2305951836069c80758ea3.png,http://db.pokemonhubs.com/zh/detail.php?p_id=516
370,愛心魚,Water,,959,81,128,125,3,http://db.pokemonhubs.com/zh/imgs/14861433096069c89db9e73.png,http://db.pokemonhubs.com/zh/detail.php?p_id=517
371,寶貝龍,Dragon,,1307,134,93,128,3,http://db.pokemonhubs.com/zh/imgs/9770274236069d30a6001c.png,http://db.pokemonhubs.com/zh/detail.php?p_id=518
372,甲殼龍,Dragon,,2296,172,155,163,3,http://db.pokemonhubs.com/zh/imgs/20370328796069d3b6ad7ea.png,http://db.pokemonhubs.com/zh/detail.php?p_id=519
373,暴飛龍,Dragon,Flying,4239,277,168,216,3,http://db.pokemonhubs.com/zh/imgs/7125041936069d7816eb6c.png,http://db.pokemonhubs.com/zh/detail.php?p_id=520
374,鐵啞鈴,Steel,Psychic,1104,96,132,120,3,http://db.pokemonhubs.com/zh/imgs/6595140736069d9ec28704.png,http://db.pokemonhubs.com/zh/detail.php?p_id=521
375,金屬怪,Steel,Psychic,1946,138,176,155,3,http://db.pokemonhubs.com/zh/imgs/13963094956069dbab5f79b.png,http://db.pokemonhubs.com/zh/detail.php?p_id=522
376,巨金怪,Steel,Psychic,4286,257,228,190,3,http://db.pokemonhubs.com/zh/imgs/7656236036069dd221c863.png,http://db.pokemonhubs.com/zh/detail.php?p_id=523
377,雷吉洛克,Rock,,3530,179,309,190,3,http://db.pokemonhubs.com/zh/imgs/1740692636069de931d495.png,http://db.pokemonhubs.com/zh/detail.php?p_id=524
378,雷吉艾斯,Ice,,3530,179,309,190,3,http://db.pokemonhubs.com/zh/imgs/17849793376069df5dab133.png,http://db.pokemonhubs.com/zh/detail.php?p_id=525
379,雷吉斯奇魯,Steel,,2766,143,285,190,3,http://db.pokemonhubs.com/zh/imgs/16693279426079d70f9dec0.png,http://db.pokemonhubs.com/zh/detail.php?p_id=729
380,拉帝亞斯,Dragon,Psychic,3968,228,246,190,3,http://db.pokemonhubs.com/zh/imgs/8363398796069e05b6f762.png,http://db.pokemonhubs.com/zh/detail.php?p_id=526
381,拉帝歐斯,Dragon,Psychic,4310,268,212,190,3,http://db.pokemonhubs.com/zh/imgs/14114967906069e270555c1.png,http://db.pokemonhubs.com/zh/detail.php?p_id=527
382,蓋歐卡,Water,,4652,270,228,205,3,http://db.pokemonhubs.com/zh/imgs/75174876069e31ab5466.png,http://db.pokemonhubs.com/zh/detail.php?p_id=528
383,固拉多,Ground,,4652,270,228,205,3,http://db.pokemonhubs.com/zh/imgs/15964560026069e3e91597a.png,http://db.pokemonhubs.com/zh/detail.php?p_id=529
384,烈空坐,Dragon,Flying,4336,284,170,213,3,http://db.pokemonhubs.com/zh/imgs/7687824646069e5172a052.png,http://db.pokemonhubs.com/zh/detail.php?p_id=530
385,基拉祈,Steel,Psychic,3691,210,210,225,3,http://db.pokemonhubs.com/zh/imgs/3269196926069e617721f8.png,http://db.pokemonhubs.com/zh/detail.php?p_id=531
386,代歐奇希斯(正常),Psychic,,3573,345,115,137,3,http://db.pokemonhubs.com/zh/imgs/11912341526069e6c2cb6ef.png,http://db.pokemonhubs.com/zh/detail.php?p_id=532
387,草苗龜,Grass,,1342,119,110,146,4,http://db.pokemonhubs.com/zh/imgs/1685466028605587c46241c.png,http://db.pokemonhubs.com/zh/detail.php?p_id=104
388,樹林龜,Grass,,2137,157,143,181,4,http://db.pokemonhubs.com/zh/imgs/149058375460558b01e914d.png,http://db.pokemonhubs.com/zh/detail.php?p_id=105
389,土台龜,Grass,Ground,3318,202,188,216,4,http://db.pokemonhubs.com/zh/imgs/33697957160558cd3140a3.png,http://db.pokemonhubs.com/zh/detail.php?p_id=106
390,小火焰猴,Fire,,1082,113,86,127,4,http://db.pokemonhubs.com/zh/imgs/203347831060558eb78852e.png,http://db.pokemonhubs.com/zh/detail.php?p_id=107
391,猛火猴,Fire,Fighting,1780,158,105,162,4,http://db.pokemonhubs.com/zh/imgs/1803317014605623945b059.png,http://db.pokemonhubs.com/zh/detail.php?p_id=108
392,烈焰猴,Fire,Fighting,3033,222,151,183,4,http://db.pokemonhubs.com/zh/imgs/1922269743605624ba03aa7.png,http://db.pokemonhubs.com/zh/detail.php?p_id=109
393,波加曼,Water,,1215,112,102,142,4,http://db.pokemonhubs.com/zh/imgs/931058101605626604aed6.png,http://db.pokemonhubs.com/zh/detail.php?p_id=110
394,波皇子,Water,,1923,150,139,162,4,http://db.pokemonhubs.com/zh/imgs/152465026560562730c7ae0.png,http://db.pokemonhubs.com/zh/detail.php?p_id=111
395,帝王拿波,Water,Steel,3279,210,186,197,4,http://db.pokemonhubs.com/zh/imgs/72201764960562ad4e8f57.png,http://db.pokemonhubs.com/zh/detail.php?p_id=112
396,姆克兒,Normal,Flying,813,101,58,120,4,http://db.pokemonhubs.com/zh/imgs/71543736360562be743926.png,http://db.pokemonhubs.com/zh/detail.php?p_id=113
397,姆克鳥,Normal,Flying,1468,142,94,146,4,http://db.pokemonhubs.com/zh/imgs/208753903760562e486d553.png,http://db.pokemonhubs.com/zh/detail.php?p_id=114
398,姆克鷹,Normal,Flying,3194,234,140,198,4,http://db.pokemonhubs.com/zh/imgs/71398101360562f1884340.png,http://db.pokemonhubs.com/zh/detail.php?p_id=115
399,大牙狸,Normal,,815,80,73,153,4,http://db.pokemonhubs.com/zh/imgs/502063955605632b95b5ce.png,http://db.pokemonhubs.com/zh/detail.php?p_id=116
400,大尾狸,Normal,Water,2061,162,119,188,4,http://db.pokemonhubs.com/zh/imgs/12126327186056339bd74f7.png,http://db.pokemonhubs.com/zh/detail.php?p_id=117
401,圓法師,Bug,,453,45,74,114,4,http://db.pokemonhubs.com/zh/imgs/88383302660563cb9ce458.png,http://db.pokemonhubs.com/zh/detail.php?p_id=118
402,音箱蟀,Bug,,1869,160,100,184,4,http://db.pokemonhubs.com/zh/imgs/119632790760563d67a7563.png,http://db.pokemonhubs.com/zh/detail.php?p_id=119
403,小貓怪,Electric,,990,117,64,128,4,http://db.pokemonhubs.com/zh/imgs/11153255596056407f460a5.png,http://db.pokemonhubs.com/zh/detail.php?p_id=120
404,勒克貓,Electric,,1680,159,95,155,4,http://db.pokemonhubs.com/zh/imgs/206070375160564185309f1.png,http://db.pokemonhubs.com/zh/detail.php?p_id=121
405,倫琴貓,Electric,,3265,232,156,190,4,http://db.pokemonhubs.com/zh/imgs/8765981360564264a2a12.png,http://db.pokemonhubs.com/zh/detail.php?p_id=122
406,含羞苞,Grass,Poison,968,91,109,120,4,http://db.pokemonhubs.com/zh/imgs/10272830136057847c3100a.png,http://db.pokemonhubs.com/zh/detail.php?p_id=127
407,羅絲雷朵,Grass,Poison,3359,243,185,155,4,http://db.pokemonhubs.com/zh/imgs/8178307656057862282442.png,http://db.pokemonhubs.com/zh/detail.php?p_id=128
408,頭蓋龍,Rock,,2058,218,71,167,4,http://db.pokemonhubs.com/zh/imgs/13373491806057883393e17.png,http://db.pokemonhubs.com/zh/detail.php?p_id=129
409,戰槌龍,Rock,,3728,295,109,219,4,http://db.pokemonhubs.com/zh/imgs/15897984306057898b510fb.png,http://db.pokemonhubs.com/zh/detail.php?p_id=130
410,盾甲龍,Rock,Steel,1007,76,195,102,4,http://db.pokemonhubs.com/zh/imgs/24655086960578a9be4550.png,http://db.pokemonhubs.com/zh/detail.php?p_id=131
411,護城龍,Rock,Steel,1741,94,286,155,4,http://db.pokemonhubs.com/zh/imgs/42994659460578b7845ad6.png,http://db.pokemonhubs.com/zh/detail.php?p_id=132
412,結草兒,Bug,,552,53,83,120,4,http://db.pokemonhubs.com/zh/imgs/55109394760578c6d74f60.png,http://db.pokemonhubs.com/zh/detail.php?p_id=133
413,結草貴婦,Bug,Grass,2005,141,180,155,4,http://db.pokemonhubs.com/zh/imgs/136723261660578d5b2c167.png,http://db.pokemonhubs.com/zh/detail.php?p_id=134
414,紳士蛾,Bug,Flying,2052,185,98,172,4,http://db.pokemonhubs.com/zh/imgs/1219119765605ad239357aa.png,http://db.pokemonhubs.com/zh/detail.php?p_id=183
415,三蜜蜂,Bug,Flying,559,59,83,102,4,http://db.pokemonhubs.com/zh/imgs/381278017605ad305c87a6.png,http://db.pokemonhubs.com/zh/detail.php?p_id=184
416,蜂女王,Bug,Flying,2267,149,190,172,4,http://db.pokemonhubs.com/zh/imgs/1279799986605ad3a4228cf.png,http://db.pokemonhubs.com/zh/detail.php?p_id=185
417,帕奇利茲,Electric,,1372,94,172,155,4,http://db.pokemonhubs.com/zh/imgs/1122183322605ad46e525f1.png,http://db.pokemonhubs.com/zh/detail.php?p_id=186
418,泳圈鼬,Water,,1192,132,67,146,4,http://db.pokemonhubs.com/zh/imgs/1441801143605ad52ac3277.png,http://db.pokemonhubs.com/zh/detail.php?p_id=187
419,浮潜鼬,Water,,2762,221,114,198,4,http://db.pokemonhubs.com/zh/imgs/964658519605ad5c34fc4b.png,http://db.pokemonhubs.com/zh/detail.php?p_id=188
420,櫻花寶,Grass,,1074,108,92,128,4,http://db.pokemonhubs.com/zh/imgs/170254261605ad6ae1a451.png,http://db.pokemonhubs.com/zh/detail.php?p_id=189
421,櫻花兒,Grass,,2315,170,153,172,4,http://db.pokemonhubs.com/zh/imgs/1351652104605ad75b71e74.png,http://db.pokemonhubs.com/zh/detail.php?p_id=190
422,無殼海兔,Water,,1284,103,105,183,4,http://db.pokemonhubs.com/zh/imgs/177593098605ad99ddf761.png,http://db.pokemonhubs.com/zh/detail.php?p_id=191
423,海兔獸,Water,Ground,2628,169,143,244,4,http://db.pokemonhubs.com/zh/imgs/1751482443605ada7f6bfda.png,http://db.pokemonhubs.com/zh/detail.php?p_id=192
424,雙尾怪手,Normal,,2733,205,143,181,4,http://db.pokemonhubs.com/zh/imgs/313085977605adb933055b.png,http://db.pokemonhubs.com/zh/detail.php?p_id=193
425,飄飄球,Ghost,Flying,1353,117,80,207,4,http://db.pokemonhubs.com/zh/imgs/1151361325605adddf7aabd.png,http://db.pokemonhubs.com/zh/detail.php?p_id=194
426,隨風球,Ghost,Flying,2693,180,102,312,4,http://db.pokemonhubs.com/zh/imgs/372207785605ade9a0108c.png,http://db.pokemonhubs.com/zh/detail.php?p_id=195
427,捲捲耳,Normal,,1423,130,105,146,4,http://db.pokemonhubs.com/zh/imgs/193073654605b7e43f3b79.png,http://db.pokemonhubs.com/zh/detail.php?p_id=207
428,長耳兔,Normal,,2328,156,194,163,4,http://db.pokemonhubs.com/zh/imgs/822394462605b7ed9a0338.png,http://db.pokemonhubs.com/zh/detail.php?p_id=208
429,夢妖魔,Ghost,,2957,211,187,155,4,http://db.pokemonhubs.com/zh/imgs/70048367605b7f898c04d.png,http://db.pokemonhubs.com/zh/detail.php?p_id=209
430,烏鴉頭頭,Dark,Flying,3065,243,103,225,4,http://db.pokemonhubs.com/zh/imgs/305689978605b804817b37.png,http://db.pokemonhubs.com/zh/detail.php?p_id=210
431,魅力喵,Normal,,1056,109,82,135,4,http://db.pokemonhubs.com/zh/imgs/686463018605b80f78426d.png,http://db.pokemonhubs.com/zh/detail.php?p_id=211
432,東施喵,Normal,,2208,172,133,174,4,http://db.pokemonhubs.com/zh/imgs/272568386605b81ead4fcc.png,http://db.pokemonhubs.com/zh/detail.php?p_id=212
433,鈴鐺響,Psychic,,1137,114,94,128,4,http://db.pokemonhubs.com/zh/imgs/1187514962605b82952e784.png,http://db.pokemonhubs.com/zh/detail.php?p_id=213
434,臭鼬噗,Poison,Dark,1301,121,90,160,4,http://db.pokemonhubs.com/zh/imgs/1669399314605b837f716da.png,http://db.pokemonhubs.com/zh/detail.php?p_id=214
435,坦克臭鼬,Poison,Dark,2666,184,132,230,4,http://db.pokemonhubs.com/zh/imgs/272148962605b846b99bfb.png,http://db.pokemonhubs.com/zh/detail.php?p_id=215
436,銅鏡怪,Steel,Psychic,681,43,154,149,4,http://db.pokemonhubs.com/zh/imgs/334002917605b860299888.png,http://db.pokemonhubs.com/zh/detail.php?p_id=216
437,青銅鐘,Steel,Psychic,2531,161,213,167,4,http://db.pokemonhubs.com/zh/imgs/1767933678605b87d8230f9.png,http://db.pokemonhubs.com/zh/detail.php?p_id=217
438,盆才怪,Rock,,1472,124,133,137,4,http://db.pokemonhubs.com/zh/imgs/830163715605b8896d70de.png,http://db.pokemonhubs.com/zh/detail.php?p_id=218
439,魔尼尼,Psychic,Fairy,1238,125,142,85,4,http://db.pokemonhubs.com/zh/imgs/1110504766605e401d58ea1.png,http://db.pokemonhubs.com/zh/detail.php?p_id=247
440,小福蛋,Normal,,419,25,77,225,4,http://db.pokemonhubs.com/zh/imgs/728922529605e40d30902d.png,http://db.pokemonhubs.com/zh/detail.php?p_id=248
441,聒噪鳥,Normal,Flying,2025,183,91,183,4,http://db.pokemonhubs.com/zh/imgs/1167989943605e41e5486fb.png,http://db.pokemonhubs.com/zh/detail.php?p_id=249
442,花岩怪,Ghost,Dark,2343,169,199,137,4,http://db.pokemonhubs.com/zh/imgs/1589268268605e428648eaf.png,http://db.pokemonhubs.com/zh/detail.php?p_id=250
443,圓陸鯊,Dragon,Ground,1258,124,81,151,4,http://db.pokemonhubs.com/zh/imgs/2043142447605e434eac37f.png,http://db.pokemonhubs.com/zh/detail.php?p_id=251
444,尖牙陸鯊,Dragon,Ground,2119,172,125,169,4,http://db.pokemonhubs.com/zh/imgs/1458158091605e43e9340ac.png,http://db.pokemonhubs.com/zh/detail.php?p_id=252
445,烈咬陸鯊,Dragon,Ground,4479,261,193,239,4,http://db.pokemonhubs.com/zh/imgs/1746994054605e447c0fed5.png,http://db.pokemonhubs.com/zh/detail.php?p_id=253
446,小卡比獸,Normal,,2139,137,117,286,4,http://db.pokemonhubs.com/zh/imgs/1320980090605e455a22eac.png,http://db.pokemonhubs.com/zh/detail.php?p_id=254
447,利歐路,Fighting,,1123,127,78,120,4,http://db.pokemonhubs.com/zh/imgs/1511173449605e45f2442f7.png,http://db.pokemonhubs.com/zh/detail.php?p_id=255
448,路卡利歐,Fighting,Steel,3056,236,144,172,4,http://db.pokemonhubs.com/zh/imgs/1399105133605e46c233532.png,http://db.pokemonhubs.com/zh/detail.php?p_id=256
449,沙河馬,Ground,,1535,124,118,169,4,http://db.pokemonhubs.com/zh/imgs/1877266948605e4775c3afb.png,http://db.pokemonhubs.com/zh/detail.php?p_id=257
450,河馬獸,Ground,,3488,201,191,239,4,http://db.pokemonhubs.com/zh/imgs/1740788063605e483878d2e.png,http://db.pokemonhubs.com/zh/detail.php?p_id=258
451,鉗尾蠍,Poison,Bug,1141,93,151,120,4,http://db.pokemonhubs.com/zh/imgs/673582886605e48ee6e91d.png,http://db.pokemonhubs.com/zh/detail.php?p_id=259
452,龍王蠍,Poison,Dark,2773,180,202,172,4,http://db.pokemonhubs.com/zh/imgs/2090784526605e499998e69.png,http://db.pokemonhubs.com/zh/detail.php?p_id=260
453,不良蛙,Poison,Fighting,1077,116,76,134,4,http://db.pokemonhubs.com/zh/imgs/1734819491605e4a61b0c79.png,http://db.pokemonhubs.com/zh/detail.php?p_id=261
454,毒骷蛙,Poison,Fighting,2813,211,133,195,4,http://db.pokemonhubs.com/zh/imgs/1533973530605e4aff1bce6.png,http://db.pokemonhubs.com/zh/detail.php?p_id=262
455,尖牙籠,Grass,,2441,187,136,179,4,http://db.pokemonhubs.com/zh/imgs/297001414605ec36a751b9.png,http://db.pokemonhubs.com/zh/detail.php?p_id=263
456,螢光魚,Water,,1098,96,116,135,4,http://db.pokemonhubs.com/zh/imgs/1670094810605ec403602aa.png,http://db.pokemonhubs.com/zh/detail.php?p_id=264
457,霓虹魚,Water,,2050,142,170,170,4,http://db.pokemonhubs.com/zh/imgs/716589086605ec4ac00be8.png,http://db.pokemonhubs.com/zh/detail.php?p_id=265
458,小球飛魚,Water,Flying,1411,105,179,128,4,http://db.pokemonhubs.com/zh/imgs/413482795605ec5815975e.png,http://db.pokemonhubs.com/zh/detail.php?p_id=266
459,雪笠怪,Grass,Ice,1311,115,105,155,4,http://db.pokemonhubs.com/zh/imgs/1445056799605ec6945246b.png,http://db.pokemonhubs.com/zh/detail.php?p_id=267
460,暴雪王,Grass,Ice,2670,178,158,207,4,http://db.pokemonhubs.com/zh/imgs/412392098605ec7743e171.png,http://db.pokemonhubs.com/zh/detail.php?p_id=268
461,瑪狃拉,Dark,Ice,3397,243,171,172,4,http://db.pokemonhubs.com/zh/imgs/477921882605ec8aa6a240.png,http://db.pokemonhubs.com/zh/detail.php?p_id=269
462,自爆磁怪,Electric,Steel,3623,238,205,172,4,http://db.pokemonhubs.com/zh/imgs/104374612605ec9c26e91d.png,http://db.pokemonhubs.com/zh/detail.php?p_id=270
463,大舌舔,Normal,,2789,161,181,242,4,http://db.pokemonhubs.com/zh/imgs/1514166953605eef555e60f.png,http://db.pokemonhubs.com/zh/detail.php?p_id=271
464,超甲狂犀,Ground,Rock,4221,241,190,251,4,http://db.pokemonhubs.com/zh/imgs/295843202605ef06915588.png,http://db.pokemonhubs.com/zh/detail.php?p_id=272
465,巨蔓藤,Grass,,3425,207,184,225,4,http://db.pokemonhubs.com/zh/imgs/524711787605ef11f79fed.png,http://db.pokemonhubs.com/zh/detail.php?p_id=273
466,電擊魔獸,Electric,,3481,249,163,181,4,http://db.pokemonhubs.com/zh/imgs/1481178299605ef23b3643a.png,http://db.pokemonhubs.com/zh/detail.php?p_id=274
467,鴨嘴炎獸,Fire,,3541,247,172,181,4,http://db.pokemonhubs.com/zh/imgs/487237218605ef8b05d12a.png,http://db.pokemonhubs.com/zh/detail.php?p_id=275
468,波克基斯,Fairy,Flying,3767,225,217,198,4,http://db.pokemonhubs.com/zh/imgs/76164135605efa1ac607c.png,http://db.pokemonhubs.com/zh/detail.php?p_id=276
469,遠古巨蜓,Bug,Flying,3330,231,156,200,4,http://db.pokemonhubs.com/zh/imgs/1070676859605efafe07ec8.png,http://db.pokemonhubs.com/zh/detail.php?p_id=277
